,Borough,Neighborhood,Type of home,Number of sales,Lowest sale price,Average sale price,Median sale price,Highest sale price
45,Staten Island,GRYMES HILL              ,01 ONE FAMILY HOMES     ,18,425000,745111,637250,1950000
46,Staten Island,GRYMES HILL              ,02 TWO FAMILY HOMES     ,6,340000,436150,463500,500000
47,Staten Island,HUGUENOT                 ,01 ONE FAMILY HOMES     ,58,205000,672229,617500,1781937
48,Staten Island,HUGUENOT                 ,02 TWO FAMILY HOMES     ,29,300000,780759,772500,1555000
49,Staten Island,LIVINGSTON               ,01 ONE FAMILY HOMES     ,16,237151,422902,422500,740000
50,Staten Island,LIVINGSTON               ,02 TWO FAMILY HOMES     ,4,350000,530228,542956,685000
51,Staten Island,LIVINGSTON               ,03 THREE FAMILY HOMES   ,1,314340,314340,314340,314340
52,Staten Island,MANOR HEIGHTS            ,01 ONE FAMILY HOMES     ,77,200000,562672,545000,1175000
53,Staten Island,MANOR HEIGHTS            ,02 TWO FAMILY HOMES     ,16,408000,565084,559500,750000
54,Staten Island,MARINERS HARBOR          ,01 ONE FAMILY HOMES     ,78,200000,337805,317500,1300000
55,Staten Island,MARINERS HARBOR          ,02 TWO FAMILY HOMES     ,38,205336,379397,367543,616166
56,Staten Island,MARINERS HARBOR          ,03 THREE FAMILY HOMES   ,1,419000,419000,419000,419000
57,Staten Island,MIDLAND BEACH            ,01 ONE FAMILY HOMES     ,163,202000,413416,415000,916808
58,Staten Island,MIDLAND BEACH            ,02 TWO FAMILY HOMES     ,23,300000,573574,588500,780000
59,Staten Island,NEW BRIGHTON             ,01 ONE FAMILY HOMES     ,43,220000,371692,378000,550000
60,Staten Island,NEW BRIGHTON             ,02 TWO FAMILY HOMES     ,47,205000,355383,330000,695000
61,Staten Island,NEW BRIGHTON             ,03 THREE FAMILY HOMES   ,11,255000,335022,300000,637899
62,Staten Island,NEW DORP                 ,01 ONE FAMILY HOMES     ,73,225000,471319,455500,875000
63,Staten Island,NEW DORP                 ,02 TWO FAMILY HOMES     ,28,200000,599338,602500,911333
64,Staten Island,NEW DORP-BEACH           ,01 ONE FAMILY HOMES     ,58,208000,373777,366000,773870
65,Staten Island,NEW DORP-BEACH           ,02 TWO FAMILY HOMES     ,17,250000,461408,460000,679000
66,Staten Island,NEW DORP-HEIGHTS         ,01 ONE FAMILY HOMES     ,61,250000,583058,513500,999000
67,Staten Island,NEW DORP-HEIGHTS         ,02 TWO FAMILY HOMES     ,12,255000,553833,535000,840000
68,Staten Island,NEW SPRINGVILLE          ,01 ONE FAMILY HOMES     ,108,217875,465846,466960,800000
69,Staten Island,NEW SPRINGVILLE          ,02 TWO FAMILY HOMES     ,70,214500,593506,609000,790000
70,Staten Island,NEW SPRINGVILLE          ,03 THREE FAMILY HOMES   ,2,625000,633500,633500,642000
71,Staten Island,OAKWOOD                  ,01 ONE FAMILY HOMES     ,26,244000,565552,547000,939134
72,Staten Island,OAKWOOD                  ,02 TWO FAMILY HOMES     ,2,620000,637500,637500,655000
73,Staten Island,OAKWOOD-BEACH            ,01 ONE FAMILY HOMES     ,49,300000,467123,434720,840056
74,Staten Island,OAKWOOD-BEACH            ,02 TWO FAMILY HOMES     ,8,530500,667688,665000,790000
75,Staten Island,PLEASANT PLAINS          ,01 ONE FAMILY HOMES     ,28,320000,622904,532450,1475000
76,Staten Island,PLEASANT PLAINS          ,02 TWO FAMILY HOMES     ,12,418000,853587,927500,1100000
77,Staten Island,PORT IVORY               ,01 ONE FAMILY HOMES     ,15,235000,288337,286200,410000
78,Staten Island,PORT IVORY               ,02 TWO FAMILY HOMES     ,9,220000,349784,305000,514000
79,Staten Island,PORT RICHMOND            ,01 ONE FAMILY HOMES     ,68,200000,367515,377500,640472
80,Staten Island,PORT RICHMOND            ,02 TWO FAMILY HOMES     ,65,200000,399415,410000,692410
81,Staten Island,PORT RICHMOND            ,03 THREE FAMILY HOMES   ,4,255000,414057,313114,775000
82,Staten Island,PRINCES BAY              ,01 ONE FAMILY HOMES     ,60,255000,642875,555250,1513687
83,Staten Island,PRINCES BAY              ,02 TWO FAMILY HOMES     ,51,485000,692824,600666,1204000
84,Staten Island,RICHMONDTOWN             ,01 ONE FAMILY HOMES     ,48,225000,690996,635000,2300000
85,Staten Island,RICHMONDTOWN             ,02 TWO FAMILY HOMES     ,3,567000,612333,620000,650000
86,Staten Island,RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY HOMES     ,12,242000,725782,732750,1170000
87,Staten Island,ROSEBANK                 ,01 ONE FAMILY HOMES     ,93,235000,419713,400000,994000
88,Staten Island,ROSEBANK                 ,02 TWO FAMILY HOMES     ,24,235000,468912,455000,685000
89,Staten Island,ROSEBANK                 ,03 THREE FAMILY HOMES   ,6,220000,516167,537500,727000
90,Staten Island,ROSSVILLE                ,01 ONE FAMILY HOMES     ,54,210000,489638,385500,1400000
91,Staten Island,ROSSVILLE                ,02 TWO FAMILY HOMES     ,23,300750,663044,679100,980000
92,Staten Island,ROSSVILLE-CHARLESTON     ,01 ONE FAMILY HOMES     ,27,362697,565000,570000,715000
93,Staten Island,ROSSVILLE-CHARLESTON     ,02 TWO FAMILY HOMES     ,3,500011,626670,660000,720000
94,Staten Island,ROSSVILLE-PORT MOBIL     ,01 ONE FAMILY HOMES     ,1,750000,750000,750000,750000
95,Staten Island,ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY HOMES     ,5,320000,368876,339900,440000
96,Staten Island,ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY HOMES     ,4,850238,892640,880211,959900
97,Staten Island,SILVER LAKE              ,01 ONE FAMILY HOMES     ,30,245000,613884,615000,1150000
98,Staten Island,SILVER LAKE              ,02 TWO FAMILY HOMES     ,11,405000,640666,690000,916323
99,Staten Island,SOUTH BEACH              ,01 ONE FAMILY HOMES     ,110,200000,421046,413000,805000
100,Staten Island,SOUTH BEACH              ,02 TWO FAMILY HOMES     ,35,257000,567028,547000,915000
101,Staten Island,SOUTH BEACH              ,03 THREE FAMILY HOMES   ,1,565000,565000,565000,565000
102,Staten Island,STAPLETON                ,01 ONE FAMILY HOMES     ,34,227688,350019,317500,740000
103,Staten Island,STAPLETON                ,02 TWO FAMILY HOMES     ,19,215000,371163,334620,750000
104,Staten Island,STAPLETON                ,03 THREE FAMILY HOMES   ,4,250000,350440,275880,600000
105,Staten Island,STAPLETON-CLIFTON        ,01 ONE FAMILY HOMES     ,62,250000,389294,385218,550000
106,Staten Island,STAPLETON-CLIFTON        ,02 TWO FAMILY HOMES     ,4,473000,643250,692500,715000
107,Staten Island,STAPLETON-CLIFTON        ,03 THREE FAMILY HOMES   ,1,625000,625000,625000,625000
108,Staten Island,SUNNYSIDE                ,01 ONE FAMILY HOMES     ,23,300000,447528,435000,610000
109,Staten Island,SUNNYSIDE                ,02 TWO FAMILY HOMES     ,13,325000,563585,570000,810000
110,Staten Island,TODT HILL                ,01 ONE FAMILY HOMES     ,23,775000,1567391,1555000,2740000
111,Staten Island,TOMPKINSVILLE            ,01 ONE FAMILY HOMES     ,12,265000,503042,483750,775000
112,Staten Island,TOMPKINSVILLE            ,02 TWO FAMILY HOMES     ,9,217908,357101,360000,600000
113,Staten Island,TOTTENVILLE              ,01 ONE FAMILY HOMES     ,93,225000,542836,475000,2855000
114,Staten Island,TOTTENVILLE              ,02 TWO FAMILY HOMES     ,76,298649,715988,745000,1075000
115,Staten Island,TRAVIS                   ,01 ONE FAMILY HOMES     ,54,225000,429085,432500,719000
116,Staten Island,TRAVIS                   ,02 TWO FAMILY HOMES     ,7,328640,524257,525000,757162
117,Staten Island,WEST NEW BRIGHTON        ,01 ONE FAMILY HOMES     ,109,200000,415247,385000,860000
118,Staten Island,WEST NEW BRIGHTON        ,02 TWO FAMILY HOMES     ,51,200000,459828,420000,1070000
119,Staten Island,WEST NEW BRIGHTON        ,03 THREE FAMILY HOMES   ,1,300000,300000,300000,300000
120,Staten Island,WESTERLEIGH              ,01 ONE FAMILY HOMES     ,98,235000,486699,476750,850000
121,Staten Island,WESTERLEIGH              ,02 TWO FAMILY HOMES     ,40,221699,575091,600000,875695
122,Staten Island,WILLOWBROOK              ,01 ONE FAMILY HOMES     ,94,252500,536791,485185,1900000
123,Staten Island,WILLOWBROOK              ,02 TWO FAMILY HOMES     ,45,320000,622919,650000,930000
124,Staten Island,WOODROW                  ,01 ONE FAMILY HOMES     ,72,288000,477576,476500,1060000
125,Staten Island,WOODROW                  ,02 TWO FAMILY HOMES     ,29,304200,620527,580000,1115000
